D 2	-inf	-inf	-18.564	-17.816	-18.783	-19.726	-19.544	-20.487	-20.924	-18.664	-18.840	-19.795	-20.424	-18.823	-18.693	-19.164	-18.958	-19.802	-17.001	-18.087	-16.660	-17.924	-18.879	-19.834	-19.383	-20.338	-17.922	-14.977	-16.057	-16.047	-17.633	-18.514	-19.005	-19.945	-20.903	-20.166	-20.169	-18.630	-19.541	-20.095	-19.087	-19.148	-20.030	-19.201	-19.695	-18.081	-19.094	-19.744	-19.665	-20.603	-21.226	-20.560	-16.325	-15.640	-17.453	-14.274	-15.835	-16.887	-17.695	-18.456	-15.111	-15.692	-14.938	-16.084	-15.147	-15.523	-16.040	-15.408	-17.053	-18.009	-18.058	-17.573	-18.455	-19.479	-20.026	-20.975	-21.930	-17.337	-18.292	-16.908	-17.326	-14.095	-14.644	-15.171	-16.614	-17.429	-18.242	-18.500	-19.554	-20.509	-21.464	-21.740	-17.880	-18.835	-16.233	-17.170	-18.108	-19.074	-20.029	-20.984	-21.067	-15.609	-16.208	-14.056	-15.115	-15.465	-14.591	-15.325	-15.734	-16.114	-16.692	-17.993	-18.784	-17.189	-17.970	-18.059	-16.999	-13.732	-14.636	-14.990	-15.426	-17.208	-15.927	-17.332	-18.218	-19.104	-16.519	-17.973	-18.090	-19.048	-19.806	-13.111	-14.817	-15.205	-16.587	-17.340	-17.658	-16.383	-18.229	-18.090	-19.086	-20.041	-19.458	-16.292	-17.238	-16.205	-15.523	-14.779	-15.074	-15.786	-17.515	-18.380	-19.395	-20.351	-20.999	-19.387	-19.647	-20.068	-19.857	-20.812	-21.586	-21.519	-21.573	-18.926	-19.803	-20.174	-21.056	-19.675	-19.176	-20.058	-20.940	-19.787	-18.711	-18.879	-19.694	-20.115	-21.168	-19.886	-19.936	-20.755	-21.563	-16.814	-17.800	-18.619	

M 3	-inf	-13.396	-12.596	-13.281	-12.481	-13.018	-11.719	-13.460	-13.636	-12.892	-12.628	-12.971	-13.533	-12.646	-12.739	-13.397	-13.644	-14.124	-12.159	-13.450	-12.998	-14.545	-14.315	-14.051	-13.647	-12.785	-14.119	-14.227	-13.939	-14.107	-14.233	-13.423	-13.563	-14.359	-13.650	-12.986	-14.242	-14.075	-13.838	-13.811	-13.217	-12.703	-13.972	-12.720	-13.983	-12.272	-13.530	-13.897	-13.728	-13.668	-13.798	-14.371	-14.268	-13.542	-13.721	-14.056	-13.530	-14.081	-12.711	-13.527	-14.144	-13.638	-13.957	-13.868	-13.515	-13.516	-13.410	-13.885	-13.383	-14.125	-12.823	-13.075	-13.746	-13.315	-14.055	-17.099	-12.730	-9.931	-12.874	-14.596	-13.516	-10.071	-14.125	-13.422	-13.582	-12.319	-13.975	-10.664	-13.739	-13.445	-16.205	-13.287	-12.490	-13.248	-11.082	-12.401	-12.391	-14.084	-12.148	-13.775	-12.474	-13.595	-14.001	-12.863	-14.175	-13.632	-13.199	-14.380	-14.212	-13.190	-14.068	-13.636	-13.131	-11.890	-12.577	-12.098	-12.356	-13.010	-13.634	-13.887	-13.858	-13.925	-14.057	-13.703	-13.299	-14.448	-13.512	-13.934	-14.231	-12.510	-13.580	-12.745	-13.527	-14.187	-13.955	-12.771	-13.113	-12.923	-13.258	-12.598	-13.065	-12.396	-12.864	-11.983	-13.594	-13.512	-13.996	-13.895	-13.742	-13.933	-12.265	-13.544	-14.423	-14.448	-13.091	-13.517	-14.041	-14.420	-13.245	-14.260	-12.934	-13.621	-13.342	-13.491	-13.657	-13.244	-13.138	-12.875	-10.743	-13.469	-13.401	-13.457	-11.401	-13.845	-13.512	-13.186	-13.717	-13.762	-12.613	-12.263	-13.622	-12.439	-13.194	-12.432	
I 3	-inf	-18.447	-17.271	-19.109	-20.206	-18.822	-20.737	-20.202	-18.677	-18.117	-20.721	-15.859	-18.100	-17.971	-18.441	-18.532	-20.074	-17.038	-19.217	-19.631	-19.615	-21.392	-18.081	-18.660	-21.128	-16.115	-14.223	-15.152	-14.302	-19.250	-18.791	-19.647	-15.839	-20.902	-19.444	-19.447	-19.811	-19.406	-19.944	-18.664	-18.999	-19.469	-18.478	-20.543	-15.088	-15.312	-19.022	-18.943	-20.463	-20.503	-19.837	-18.307	-16.493	-15.614	-19.116	-18.698	-14.799	-18.764	-19.065	-16.301	-18.921	-14.176	-19.024	-19.147	-18.998	-19.044	-19.342	-19.271	-20.650	-14.870	-19.024	-19.586	-20.728	-19.304	-20.253	-16.644	-16.614	-18.720	-20.663	-18.080	-16.718	-15.765	-18.889	-18.031	-19.053	-19.007	-17.778	-20.215	-21.346	-20.858	-16.636	-17.157	-16.870	-16.311	-19.005	-18.982	-19.411	-20.332	-20.793	-20.345	-20.384	-19.493	-18.721	-14.483	-19.024	-18.532	-19.360	-18.292	-16.921	-15.120	-19.609	-18.966	-17.514	-18.836	-18.512	-18.474	-18.347	-19.903	-19.892	-19.092	-14.057	-19.535	-19.147	-19.863	-19.762	-17.380	-20.606	-19.144	-18.492	-19.401	-14.740	-19.660	-19.251	-19.283	-18.941	-19.109	-15.869	-17.584	-19.074	-19.069	-20.734	-19.194	-18.814	-19.054	-20.106	-14.091	-18.994	-13.988	-19.006	-15.492	-20.717	-20.864	-20.871	-20.276	-18.665	-18.924	-15.658	-19.135	-20.405	-20.864	-20.796	-20.851	-17.677	-17.505	-19.452	-20.848	-18.952	-18.454	-20.161	-20.374	-19.065	-17.989	-20.012	-19.563	-19.392	-19.157	-19.164	-19.214	-20.033	-20.841	-18.408	-19.340	-17.896	0.000	
D 3	-inf	-inf	-19.318	-17.826	-18.793	-19.007	-19.544	-18.245	-19.188	-19.427	-19.417	-19.155	-19.498	-20.060	-19.174	-19.266	-17.670	-18.514	-18.303	-18.664	-16.283	-17.547	-18.502	-19.457	-20.412	-20.174	-16.393	-15.707	-16.761	-16.419	-18.005	-18.886	-18.574	-19.514	-20.472	-20.175	-19.512	-18.865	-19.787	-19.787	-20.032	-19.164	-19.223	-20.105	-17.669	-18.566	-18.785	-19.724	-20.422	-20.254	-20.194	-20.323	-16.333	-16.408	-16.921	-14.656	-16.217	-17.269	-18.077	-18.838	-14.499	-15.080	-15.116	-16.330	-15.525	-15.900	-16.417	-15.066	-16.711	-17.667	-18.643	-17.168	-18.050	-19.075	-19.842	-20.583	-21.538	-19.258	-16.458	-14.924	-15.341	-15.759	-12.419	-12.947	-14.389	-15.205	-16.017	-16.852	-17.175	-18.130	-19.085	-20.040	-19.814	-19.018	-18.975	-17.608	-18.545	-18.916	-19.871	-18.675	-19.630	-13.504	-15.613	-15.057	-15.543	-15.893	-15.303	-16.037	-16.446	-16.826	-17.404	-18.704	-19.496	-18.587	-18.390	-17.905	-16.402	-13.521	-14.425	-14.779	-15.215	-16.998	-16.103	-17.508	-18.394	-18.514	-16.145	-16.484	-17.123	-18.080	-18.839	-14.718	-16.424	-15.260	-16.642	-17.395	-17.084	-14.667	-16.512	-17.467	-18.463	-18.837	-18.463	-16.146	-17.092	-15.479	-15.667	-15.303	-15.597	-16.310	-18.038	-18.782	-19.798	-20.492	-20.975	-19.617	-20.044	-20.568	-20.948	-19.773	-20.728	-19.462	-20.148	-18.010	-18.892	-19.774	-19.764	-19.658	-19.394	-17.262	-18.144	-19.026	-19.907	-16.002	-16.817	-17.633	-18.686	-19.641	-20.289	-19.140	-18.790	-17.833	-18.819	-19.719	

M 4	-inf	-14.882	-15.044	-11.555	-12.678	-13.932	-12.685	-12.124	-14.762	-13.210	-12.304	-13.541	-13.910	-15.002	-13.729	-12.492	-13.328	-14.610	-14.470	-11.678	-14.459	-15.226	-15.351	-12.111	-16.620	-12.791	-13.660	-14.574	-14.751	-15.133	-15.263	-12.907	-12.910	-11.822	-15.032	-15.306	-13.740	-15.269	-13.553	-14.814	-14.176	-15.022	-14.273	-12.560	-13.865	-15.116	-13.607	-14.540	-12.619	-12.973	-13.374	-12.831	-15.532	-12.993	-15.294	-14.897	-15.014	-15.499	-13.297	-12.061	-15.557	-14.684	-15.526	-15.074	-14.406	-14.975	-14.461	-14.780	-13.531	-15.129	-13.273	-14.677	-12.871	-14.376	-12.124	-16.378	-13.749	-13.748	-8.417	-13.360	-14.332	-14.604	-11.141	-14.992	-15.013	-12.741	-13.830	-13.907	-9.160	-12.584	-15.306	-13.819	-14.957	-13.800	-13.544	-12.574	-12.356	-11.756	-13.353	-11.557	-14.908	-13.148	-13.309	-14.501	-13.869	-15.070	-14.109	-12.026	-14.828	-14.474	-12.566	-14.753	-14.942	-14.288	-12.231	-13.217	-12.437	-12.579	-12.833	-13.944	-15.013	-14.026	-15.212	-12.361	-13.791	-12.221	-12.859	-14.861	-14.964	-13.818	-13.945	-13.949	-14.431	-14.044	-14.208	-15.160	-11.979	-14.997	-14.235	-14.120	-11.325	-13.696	-14.154	-13.294	-11.391	-15.100	-15.378	-15.301	-13.864	-14.916	-13.333	-11.701	-12.532	-13.162	-15.473	-14.898	-14.545	-16.942	-12.744	-12.691	-13.513	-13.057	-15.609	-15.186	-15.127	-12.739	-14.297	-14.781	-13.107	-10.865	-14.366	-13.399	-12.867	-10.618	-13.970	-13.086	-13.668	-15.263	-13.877	-12.580	-13.445	-12.499	-13.070	-12.522	
I 4	-inf	-19.201	-17.281	-17.403	-18.285	-18.822	-17.522	-19.263	-19.440	-18.694	-18.433	-14.934	-18.873	-18.451	-18.544	-17.244	-19.437	-18.125	-17.942	-19.255	-18.744	-20.350	-18.854	-19.433	-19.452	-14.587	-14.825	-15.325	-14.594	-19.723	-19.563	-19.215	-14.556	-20.159	-19.453	-18.790	-20.046	-19.871	-19.636	-19.437	-19.015	-18.500	-19.251	-18.517	-15.889	-14.163	-19.333	-19.700	-19.532	-19.471	-19.601	-18.315	-16.998	-15.081	-19.498	-19.338	-14.680	-19.537	-18.485	-15.689	-19.486	-14.353	-19.270	-19.524	-19.016	-19.013	-19.001	-19.498	-19.179	-15.455	-18.619	-18.863	-19.540	-19.120	-19.860	-17.417	-17.387	-15.736	-18.679	-18.853	-17.491	-12.458	-19.661	-18.327	-19.370	-18.105	-18.551	-16.453	-19.544	-19.249	-17.409	-17.930	-17.642	-17.084	-16.885	-18.205	-18.194	-19.889	-17.953	-19.580	-18.279	-18.960	-19.494	-13.400	-19.791	-19.244	-18.606	-18.285	-17.594	-14.412	-19.700	-19.412	-18.287	-17.668	-18.358	-17.876	-18.136	-18.419	-19.244	-19.250	-14.467	-19.711	-19.734	-19.500	-19.097	-17.183	-19.115	-19.678	-19.264	-18.289	-15.230	-18.165	-19.306	-19.773	-19.713	-18.535	-14.467	-16.755	-19.063	-18.396	-18.870	-18.199	-18.668	-17.751	-19.380	-14.235	-19.517	-14.184	-19.127	-16.099	-18.060	-19.339	-20.228	-20.253	-18.895	-19.322	-16.403	-19.907	-19.050	-20.065	-18.739	-19.426	-16.761	-17.713	-19.454	-19.041	-18.935	-18.672	-16.540	-19.266	-19.198	-18.761	-17.198	-19.633	-19.300	-17.584	-19.522	-19.567	-18.418	-18.068	-19.181	-18.230	-18.669	0.000	
D 4	-inf	-inf	-20.803	-20.273	-18.077	-19.020	-19.963	-19.212	-18.650	-19.593	-19.735	-18.832	-19.787	-20.438	-21.393	-20.256	-16.765	-17.610	-18.510	-19.596	-14.512	-15.776	-16.731	-17.686	-18.638	-19.593	-16.398	-15.248	-16.328	-16.902	-18.488	-19.369	-18.058	-18.998	-18.345	-19.283	-20.240	-18.363	-19.285	-19.502	-20.394	-20.122	-21.005	-20.792	-17.509	-18.406	-19.420	-20.133	-21.066	-19.145	-19.499	-19.900	-14.793	-15.193	-16.372	-16.230	-17.790	-18.843	-19.650	-19.794	-13.033	-13.614	-13.982	-15.321	-15.935	-16.311	-16.828	-16.117	-17.762	-18.718	-19.648	-17.618	-18.500	-19.387	-20.342	-18.651	-19.606	-20.276	-20.275	-10.468	-10.885	-11.303	-11.851	-12.379	-13.821	-14.636	-15.449	-16.283	-17.337	-15.687	-16.642	-17.597	-18.552	-19.508	-19.526	-20.069	-19.099	-18.882	-18.284	-19.239	-18.084	-15.939	-15.229	-14.365	-15.424	-15.774	-16.122	-16.856	-15.013	-15.393	-15.971	-17.272	-18.063	-18.829	-19.610	-17.559	-17.521	-13.602	-14.505	-14.332	-14.769	-16.551	-16.204	-17.609	-18.495	-19.007	-13.918	-15.372	-16.012	-16.969	-17.727	-15.083	-16.789	-16.164	-17.546	-18.299	-19.132	-13.533	-15.378	-16.333	-17.329	-17.097	-18.063	-17.436	-18.382	-13.276	-13.661	-15.257	-15.551	-16.263	-17.992	-18.857	-18.218	-18.601	-19.548	-20.508	-21.425	-21.073	-22.028	-19.271	-19.218	-20.040	-19.584	-20.277	-21.159	-21.646	-19.259	-20.141	-21.022	-19.626	-17.385	-18.266	-19.148	-17.469	-17.129	-17.944	-18.998	-19.953	-20.908	-20.404	-19.107	-17.656	-18.643	-19.594	

